car_ID, time_s, x_est, y_est, v_est, yaw_est, yawdot_est, x_var, y_var, v_var, yaw_var, yawdot_var, x_tru, y_tru, vx_tru, vy_tru
0, 0.900000, -5.364511, 3.956478, 5.079025, 0.021638, 0.085032, 0.005050, 0.006461, 0.041828, 0.005310, 0.034504, -5.289999, 4.000000, 5.216670, 0.000000
1, 0.900000, 19.484477, -3.878973, -5.952062, -0.025960, -0.008830, 0.005679, 0.052896, 0.021454, 0.020992, 0.080377, 19.400000, -4.000000, -6.000000, -0.000000
2, 0.900000, -11.078506, -0.025042, 1.831031, 0.020753, -0.047524, 0.012748, 0.576444, 0.061531, 1.734978, 1.018275, -10.901418, 0.084127, 1.781447, 0.557579
0, 0.933333, -5.214048, 3.916973, 5.061963, -0.034701, -0.044276, 0.004858, 0.005919, 0.042134, 0.004318, 0.028655, -5.116110, 4.000000, 5.233336, 0.000000
1, 0.933333, 19.300557, -3.769712, -6.012052, -0.102627, -0.140954, 0.005551, 0.051130, 0.023149, 0.019194, 0.070492, 19.200000, -4.000000, -6.000000, -0.000000
2, 0.933333, -11.045595, -0.031918, 1.875353, 0.004887, -0.059979, 0.013241, 0.617986, 0.063322, 1.789147, 1.018140, -10.842036, 0.102713, 1.826213, 0.634606
0, 0.966666, -5.034472, 3.942668, 5.139143, -0.030438, -0.055128, 0.004773, 0.005649, 0.042441, 0.003926, 0.026063, -4.941666, 4.000000, 5.250003, 0.000000
1, 0.966666, 19.096619, -3.839634, -6.071150, -0.066502, -0.088643, 0.005531, 0.052006, 0.022693, 0.019222, 0.067351, 19.000000, -4.000000, -6.000000, -0.000000
2, 0.966666, -11.046843, -0.010644, 1.892979, 0.027749, -0.052564, 0.013726, 0.661115, 0.065128, 1.846276, 1.018337, -10.781162, 0.123867, 1.867056, 0.717012
0, 1.000000, -4.829283, 4.017773, 5.216921, 0.033411, 0.061163, 0.004687, 0.005381, 0.042741, 0.003542, 0.023780, -4.766666, 4.000000, 5.266670, 0.000000
1, 1.000000, 18.882508, -4.010774, -6.012502, 0.033107, 0.064061, 0.005488, 0.051981, 0.023358, 0.018606, 0.062682, 18.800000, -4.000000, -6.000000, -0.000000
2, 1.000000, -11.006370, -0.005103, 1.921735, 0.035808, -0.052448, 0.014202, 0.703406, 0.066965, 1.902556, 1.017589, -10.718927, 0.147767, 1.944850, 0.746887
0, 1.033333, -4.645297, 4.039605, 5.245226, 0.046079, 0.076949, 0.004554, 0.005013, 0.043165, 0.002988, 0.021029, -4.591110, 4.000000, 5.283337, 0.000000
1, 1.033333, 18.676371, -4.071879, -6.013134, 0.066140, 0.109567, 0.005279, 0.046866, 0.025974, 0.015358, 0.051567, 18.600000, -4.000000, -6.000000, -0.000000
2, 1.033333, -10.938161, -0.027749, 1.974420, 0.005272, -0.071627, 0.014668, 0.745514, 0.068835, 1.959118, 1.016285, -10.654099, 0.172664, 2.022644, 0.776763
