car_ID, time_s, x_est, y_est, v_est, yaw_est, yawdot_est, x_var, y_var, v_var, yaw_var, yawdot_var, x_tru, y_tru, vx_tru, vy_tru
0, 0.766666, -5.997833, 3.976173, 5.113090, -0.002922, -0.009278, 0.001912, 0.002815, 0.034970, 0.003411, 0.033393, -5.980000, 4.000000, 5.150002, 0.000000
1, 0.766666, 20.240859, -3.875490, -5.922722, -0.149654, -0.361084, 0.001524, 0.006252, 0.017378, 0.006694, 0.051248, 20.200000, -4.000000, -6.000000, -0.000000
2, 0.766666, -11.124103, 0.008224, 1.441141, 0.157366, 0.477722, 0.001332, 0.004758, 0.019659, 0.080406, 0.494321, -11.121881, 0.031932, 1.571207, 0.302174
0, 0.800000, -5.843066, 3.945790, 5.063115, -0.031038, -0.067862, 0.001915, 0.002778, 0.034481, 0.003221, 0.030066, -5.808333, 4.000000, 5.166669, 0.000000
1, 0.800000, 20.028759, -3.902080, -5.948976, -0.113653, -0.261875, 0.001512, 0.006037, 0.017469, 0.005979, 0.043874, 20.000000, -4.000000, -6.000000, -0.000000
2, 0.800000, -11.073749, -0.000250, 1.497213, 0.113592, 0.370164, 0.001320, 0.005016, 0.019483, 0.077836, 0.449578, -11.069507, 0.042004, 1.627700, 0.358293
0, 0.833333, -5.675311, 3.958656, 5.064377, -0.016717, -0.031440, 0.001922, 0.002728, 0.033905, 0.003048, 0.027363, -5.636110, 4.000000, 5.183336, 0.000000
1, 0.833333, 19.830456, -3.924605, -5.918923, -0.085208, -0.185462, 0.001494, 0.005855, 0.017628, 0.005381, 0.038237, 19.800000, -4.000000, -6.000000, -0.000000
2, 0.833333, -11.030907, 0.011240, 1.511201, 0.139738, 0.391130, 0.001311, 0.005226, 0.019498, 0.073720, 0.402507, -11.015251, 0.053948, 1.681805, 0.419497
0, 0.866666, -5.468626, 3.983856, 5.193630, 0.001964, -0.003203, 0.001925, 0.002627, 0.033838, 0.002774, 0.024430, -5.463333, 4.000000, 5.200003, 0.000000
1, 0.866666, 19.637957, -3.908184, -5.939053, -0.092239, -0.188592, 0.001470, 0.005706, 0.017750, 0.004902, 0.034013, 19.600000, -4.000000, -6.000000, -0.000000
2, 0.866666, -10.956987, 0.034596, 1.624825, 0.176328, 0.406140, 0.001306, 0.005254, 0.020199, 0.066801, 0.348045, -10.959190, 0.067931, 1.733178, 0.485897
0, 0.900000, -5.288540, 4.030302, 5.217880, 0.043998, 0.086296, 0.001922, 0.002524, 0.033941, 0.002490, 0.021858, -5.289999, 4.000000, 5.216670, 0.000000
1, 0.900000, 19.449892, -3.887692, -5.857805, -0.098916, -0.186774, 0.001450, 0.005583, 0.017784, 0.004507, 0.030779, 19.400000, -4.000000, -6.000000, -0.000000
2, 0.900000, -10.913502, 0.103896, 1.627841, 0.368553, 0.714759, 0.001305, 0.005117, 0.021612, 0.056809, 0.286338, -10.901418, 0.084127, 1.781447, 0.557579
0, 0.933333, -5.153690, 3.973132, 5.132668, -0.016171, -0.046774, 0.001910, 0.002464, 0.033886, 0.002289, 0.020121, -5.116110, 4.000000, 5.233336, 0.000000
1, 0.933333, 19.217586, -3.942274, -5.992739, -0.052540, -0.095847, 0.001450, 0.005362, 0.018143, 0.004087, 0.027810, 19.200000, -4.000000, -6.000000, -0.000000
2, 0.933333, -10.865632, 0.056009, 1.690991, 0.181431, 0.342856, 0.001289, 0.005174, 0.021807, 0.052425, 0.253121, -10.842036, 0.102713, 1.826213, 0.634606
0, 0.966666, -4.965783, 4.004451, 5.236934, -0.001088, -0.031584, 0.001916, 0.002371, 0.033873, 0.002102, 0.018684, -4.941666, 4.000000, 5.250003, 0.000000
1, 0.966666, 19.023823, -3.894394, -6.018903, -0.082918, -0.146369, 0.001430, 0.005271, 0.018167, 0.003800, 0.025842, 19.000000, -4.000000, -6.000000, -0.000000
2, 0.966666, -10.804865, 0.120010, 1.814723, 0.291973, 0.459642, 0.001290, 0.004798, 0.022938, 0.043473, 0.207237, -10.781162, 0.123867, 1.867056, 0.717012
0, 1.000000, -4.792824, 4.048854, 5.229409, 0.035847, 0.047451, 0.001918, 0.002293, 0.033884, 0.001934, 0.017525, -4.766666, 4.000000, 5.266670, 0.000000
1, 1.000000, 18.823655, -3.892678, -5.926694, -0.074936, -0.119806, 0.001421, 0.005178, 0.018157, 0.003549, 0.024269, 18.800000, -4.000000, -6.000000, -0.000000
2, 1.000000, -10.765036, 0.203114, 1.818740, 0.477102, 0.736557, 0.001287, 0.004539, 0.024105, 0.036428, 0.171597, -10.718927, 0.147767, 1.944850, 0.746887
0, 1.033333, -4.623420, 4.048058, 5.208230, 0.033239, 0.042164, 0.001912, 0.002210, 0.034069, 0.001766, 0.016488, -4.591110, 4.000000, 5.283337, 0.000000
1, 1.033333, 18.619531, -3.928948, -5.906944, -0.043159, -0.055411, 0.001418, 0.005041, 0.018340, 0.003309, 0.022900, 18.600000, -4.000000, -6.000000, -0.000000
2, 1.033333, -10.708778, 0.203765, 1.825382, 0.425363, 0.605979, 0.001276, 0.004319, 0.025183, 0.031279, 0.145260, -10.654099, 0.172664, 2.022644, 0.776763
0, 1.066666, -4.453242, 4.032727, 5.190992, 0.019266, 0.014015, 0.001908, 0.002138, 0.034174, 0.001635, 0.015756, -4.414999, 4.000000, 5.300004, 0.000000
1, 1.066666, 18.408808, -3.972216, -5.930516, -0.010265, 0.004461, 0.001415, 0.004891, 0.018679, 0.003083, 0.021716, 18.400000, -4.000000, -6.000000, -0.000000
2, 1.066666, -10.642858, 0.194589, 1.858555, 0.352703, 0.451543, 0.001269, 0.004266, 0.025196, 0.028584, 0.129591, -10.586677, 0.198556, 2.100437, 0.806638
0, 1.100000, -4.278589, 4.023636, 5.225540, 0.003471, -0.028242, 0.001909, 0.002058, 0.034325, 0.001516, 0.015141, -4.238332, 4.000000, 5.316671, 0.000000
1, 1.100000, 18.212493, -3.963259, -5.977804, -0.017081, -0.011290, 0.001407, 0.004775, 0.018948, 0.002902, 0.020841, 18.200000, -4.000000, -6.000000, -0.000000
2, 1.100000, -10.568165, 0.204845, 1.974351, 0.309883, 0.336476, 0.001266, 0.004218, 0.025220, 0.026104, 0.115635, -10.516663, 0.225444, 2.178231, 0.836514
0, 1.133333, -4.115627, 4.022757, 5.185911, 0.002828, -0.023654, 0.001911, 0.001998, 0.034264, 0.001436, 0.014788, -4.061109, 4.000000, 5.333338, 0.000000
1, 1.133333, 17.997853, -3.986924, -5.979191, 0.001883, 0.023560, 0.001404, 0.004676, 0.019193, 0.002749, 0.020159, 18.000000, -4.000000, -6.000000, -0.000000
2, 1.133333, -10.509278, 0.231661, 2.006675, 0.328076, 0.340710, 0.001263, 0.004229, 0.024743, 0.024146, 0.104453, -10.444055, 0.253327, 2.256025, 0.866389
0, 1.166666, -3.931031, 4.004495, 5.230839, -0.014274, -0.061622, 0.001912, 0.001928, 0.034338, 0.001352, 0.014423, -3.883331, 4.000000, 5.350005, 0.000000
1, 1.166666, 17.798257, -4.000205, -6.026862, 0.008026, 0.028382, 0.001402, 0.004579, 0.019496, 0.002613, 0.019592, 17.800000, -4.000000, -6.000000, -0.000000
2, 1.166666, -10.419609, 0.229914, 2.125456, 0.267758, 0.218926, 0.001260, 0.004226, 0.024124, 0.022392, 0.094699, -10.368854, 0.282207, 2.333819, 0.896264
