sen_ID_lid_rad, time_s, x, y, v
1, 8.533333, 42.338625, 3.173261, 5.646043
0, 8.566666, 20.808454, 0.118610, 0.000000
1, 8.566666, 20.844198, -1.723037, -2.595220
0, 8.566666, 4.430412, -3.881514, 0.000000
1, 8.566666, 4.149091, -4.449297, 4.394393
0, 8.566666, 42.298693, 3.778958, 0.000000
1, 8.566666, 42.563411, 0.166182, 5.828327
0, 8.600000, 20.612264, 0.082066, 0.000000
1, 8.600000, 20.428490, 0.142107, -2.879481
0, 8.600000, 4.519221, -3.918058, 0.000000
1, 8.600000, 4.427226, -3.796064, 4.264792
0, 8.600000, 42.384163, 3.740775, 0.000000
1, 8.600000, 42.175567, 3.929389, 5.610976
0, 8.633333, 20.610246, 0.149691, 0.000000
1, 8.633333, 20.793827, -0.825235, -2.713276
0, 8.633333, 4.804425, -3.850433, 0.000000
1, 8.633333, 4.789265, -4.324201, 4.579358
0, 8.633333, 42.666026, 3.806761, 0.000000
1, 8.633333, 42.977244, 1.971668, 5.844086
0, 8.666666, 20.382424, 0.290529, 0.000000
1, 8.666666, 20.226952, -0.821404, -2.385774
0, 8.666666, 4.866046, -3.709595, 0.000000
1, 8.666666, 4.627654, -4.020736, 5.049413
0, 8.666666, 42.724309, 3.945960, 0.000000
1, 8.666666, 42.698822, 1.901140, 6.238491
0, 8.700000, 20.575654, 0.201407, 0.000000
1, 8.700000, 20.293186, -0.104164, -2.691060
0, 8.700000, 5.350942, -3.798717, 0.000000
1, 8.700000, 5.075746, -3.946118, 4.881324
0, 8.700000, 43.205865, 3.855199, 0.000000
1, 8.700000, 42.942288, 3.422186, 6.000105
0, 8.733333, 20.164675, 0.135183, 0.000000
1, 8.733333, 20.597708, -1.039977, -2.458296
0, 8.733333, 5.233852, -3.864941, 0.000000
1, 8.733333, 5.417839, -4.453385, 5.246355
0, 8.733333, 43.085435, 3.787337, 0.000000
1, 8.733333, 43.673692, 1.476279, 6.299766
0, 8.766666, 20.480185, -0.183264, 0.000000
